loss,accuracy,time_total_s,epochs,batch_size,lr,outer_fold,inner_fold
2.4445180025967685,0.2418096723868954,843.8070676326752,5,64,0.0008301365119315,0,0
2.248902743512934,0.2714508580343214,288.7463297843933,20,32,0.0098245203533793,0,0
1.960825795477087,0.3291731669266771,346.0731213092804,10,32,0.0004094566985235,0,0
3.0762817426161333,0.1154446177847113,81.37569952011108,5,64,0.0081004568297342,0,0
2.893322706222534,0.126365054602184,85.51971125602722,5,64,0.0017179171055019,0,0
2.9056140899658205,0.3265625,1386.6890754699707,20,32,0.0001162739059581,0,1
2.762234163284302,0.3125,1091.989386320114,10,32,0.000137134693555,0,1
2.3313207745552065,0.2890625,294.9908518791199,20,32,0.0014556038985731,0,1
2.651964545249939,0.1265625,90.58318257331848,10,64,0.0001357569934016,0,1
2.3578856348991395,0.2328125,283.3692286014557,10,32,0.0001829807924139,0,1
2.042714339494706,0.3578125,709.9570510387421,10,32,0.0004536470841181,0,2
2.5316520810127257,0.190625,79.54036045074463,10,32,0.000411974633065,0,2
2.6638365149497987,0.140625,79.86023759841919,20,64,0.0011954905844256,0,2
3.444555234909058,0.125,78.54218745231628,10,64,0.004295532368832,0,2
3.1664438009262086,0.16875,77.41071701049805,5,64,0.0054694169515322,0,2
2.839263121287028,0.3915756630265211,1531.4144668579102,20,32,0.0006769998458972,1,0
1.9252443654196605,0.2870514820592824,305.7838752269745,10,32,0.0080098150316585,1,0
3.023218563624791,0.1856474258970359,81.88824772834778,5,32,0.0004207312394452,1,0
2.743471071833656,0.1856474258970359,83.59157490730286,5,32,0.000901469468813,1,0
2.6378107979184104,0.187207488299532,85.29035830497742,10,64,0.0041957366456304,1,0
2.3191578149795533,0.265625,360.8975601196289,5,64,0.000218213844387,1,1
5.43337779045105,0.0828125,82.70585107803345,5,64,0.0005782112235436,1,1
6.579471158981323,0.0828125,80.26118612289429,10,64,0.0004711765150177,1,1
4.524657082557678,0.0828125,84.12990140914917,5,64,0.0004696844510427,1,1
5.2740538120269775,0.0828125,94.63077569007874,10,32,0.0001022030459165,1,1
2.061532896757126,0.2671875,1462.2820661067965,20,32,0.0019154743563619,1,2
2.9610007762908936,0.175,85.08902072906494,10,64,0.0003681993732548,1,2
6.223818123340607,0.16875,83.6677474975586,20,32,0.0034018911517064,1,2
24.849269318580628,0.14375,84.75033712387085,10,32,0.0002241221308147,1,2
499.4381622314453,0.0921875,83.5789577960968,5,32,0.0050496776149225,1,2
3.018638077236357,0.3088923556942278,1452.3819422721865,20,32,0.0004575476857553,2,0
3.1310666913077947,0.1466458658346333,81.46071457862854,20,32,0.001765363460813,2,0
2.3888375418526784,0.2917316692667707,294.29015588760376,5,32,0.001557398816932,2,0
2.1179472037724087,0.3198127925117004,293.68783140182495,10,32,0.0002451357350782,2,0
2.649219172341483,0.204368174726989,81.56920051574707,20,64,0.0003181848666311,2,0
2.898385904052041,0.3244929797191888,1446.116661787033,20,64,0.0001121477109759,2,1
2.5461905977942725,0.2340093603744149,294.4888069629669,10,32,0.0017161280743408,2,1
2.711396065625278,0.313572542901716,1120.114105463028,20,64,0.000980288927921,2,1
2.251570224761963,0.3790951638065523,1407.8801651000977,5,32,0.0082945927150987,2,1
2.573607184670188,0.31201248049922,1156.748718738556,10,32,0.007988138900272,2,1
2.3548502922058105,0.1734375,719.9357619285583,10,32,0.0093556644062877,2,2
2.587878108024597,0.1015625,312.80292677879333,10,32,0.0026533914282632,2,2
2.4194498300552367,0.1484375,298.1614120006561,5,32,0.0001388706408616,2,2
58.895247888565066,0.08125,89.98522591590881,20,64,0.0009397351206894,2,2
2.529063653945923,0.13125,303.5708267688751,10,32,0.0001126727047347,2,2
2.406162457032637,0.1419656786271451,378.62033891677856,5,64,0.003233020413218,3,0
3.204743580384688,0.0920436817472698,314.64615869522095,20,32,0.0042585599626418,3,0
5343.932772549716,0.079563182527301,84.97327518463135,10,64,0.0005637574042089,3,0
6.136057897047563,0.0748829953198128,84.95174503326416,5,32,0.0001786749165943,3,0
54745.67151988636,0.0811232449297972,86.26959609985352,20,64,0.00431730210397,3,0
2.1245718002319336,0.2542901716068643,1580.0065505504608,20,32,0.004237843722603,3,1
62.49189985366095,0.095163806552262,112.86100816726685,5,64,0.0034994221419002,3,1
385.47128786359514,0.079563182527301,87.72513890266418,20,64,0.0009617813048507,3,1
280.26704842703685,0.0842433697347894,91.69970607757568,10,64,0.0001736919044859,3,1
6.324926853179932,0.0904836193447738,89.31267929077148,5,64,0.0002390743631653,3,1
3.019495129585266,0.35,1515.0054013729095,20,32,0.0009560277550355,3,2
5.519666182994842,0.165625,88.03211736679077,10,32,0.0014369745473182,3,2
6.970468723773957,0.16875,86.12416887283325,10,32,0.0001620623274351,3,2
7.595152139663696,0.15,87.35684490203857,5,32,0.0076165469649938,3,2
4.514584898948669,0.16875,86.53140497207642,10,64,0.0001428814128314,3,2
5.989429929039695,0.1638065522620904,397.43579363822937,5,64,0.0017747376372792,4,0
7632.500843394886,0.078003120124805,92.4594943523407,10,64,0.0003143051649165,4,0
3.801925420761109,0.1809672386895476,328.103417634964,5,32,0.0037204840646432,4,0
2.6754898699847134,0.2090483619344773,397.6359524726868,20,32,0.0045263721379788,4,0
376.75204190340907,0.0967238689547582,94.65126776695251,10,64,0.0007296737530002,4,0
2.368348927724929,0.15600624024961,802.5736467838287,10,32,0.0080106552107115,4,1
2.263784033911569,0.2308892355694227,754.6764709949493,10,32,0.0006036538555976,4,1
2.4334144478752497,0.1216848673946957,314.2981288433075,20,64,0.0004105321679754,4,1
2.2574405726932345,0.204368174726989,747.2015361785889,5,32,0.0099676333189544,4,1
256.51485043480284,0.0733229329173166,87.28542447090149,5,64,0.0020140003820985,4,1
2.2731561064720154,0.203125,747.6189708709717,10,32,0.0098211103840255,4,2
2.2403875589370728,0.2171875,752.084625005722,20,64,0.0014506650915024,4,2
275.95429973602296,0.1078125,87.21353030204773,5,32,0.0055791995498502,4,2
85.51240673065186,0.084375,86.07211709022522,5,64,0.0001745012728985,4,2
572.9472686767579,0.075,86.45182132720947,5,64,0.007282364053495,4,2
